age,personnel_id,gender,race,marital_status,education,type_of_work,salary,distance_from_home,years_with_current_manager
48,10685,1,2,0,0,1,88022,5,6
65,10686,1,2,1,1,3,98615,24,6
54,10687,0,1,0,3,0,91194,15,8
72,10688,0,1,2,3,1,38672,21,4
65,10689,0,2,0,0,0,66136,13,3
59,10690,0,2,0,2,0,77370,16,5
32,10691,0,2,0,1,3,51727,25,5
67,10692,0,2,2,2,2,24118,11,3
61,10693,0,2,2,3,1,35764,24,4
24,10694,0,5,1,3,1,86783,8,2
41,10695,0,2,1,4,2,75106,28,3
52,10696,0,2,0,2,1,56558,6,3
34,10697,1,1,0,1,3,82215,8,10
38,10698,1,1,2,3,2,80457,27,1
47,10699,0,2,2,1,3,85958,7,1
36,10700,0,2,0,1,3,68404,13,7
50,10701,0,2,0,2,1,81440,17,3
39,10702,0,2,0,3,1,94402,10,6
53,10703,0,2,0,3,0,79773,13,5
58,10704,1,2,0,2,1,49476,5,2
62,10705,0,2,1,3,1,92524,12,6
44,10706,0,2,1,1,1,96394,10,5
41,10707,0,2,0,2,0,77578,13,2
60,10708,0,2,1,4,0,69761,15,4
39,10709,0,2,0,3,1,91134,15,3
44,10710,1,0,2,2,1,94568,16,6
41,10711,0,2,1,1,3,90841,15,2
42,10712,0,2,0,1,1,86141,7,5
31,10713,1,0,0,2,1,90632,3,6
41,10714,0,2,1,1,3,84813,16,8
27,10715,0,2,1,0,1,102228,14,4
52,10716,1,3,1,2,2,45183,6,5
21,10717,0,2,0,2,0,72314,14,9
62,10718,1,2,2,4,0,66997,21,12
50,10719,0,0,0,1,1,90740,9,10
44,10720,0,0,1,2,1,39646,23,4
64,10721,0,2,1,3,1,43707,18,6
65,10722,1,2,2,1,2,24304,10,5
52,10723,0,1,0,0,1,54367,16,11
45,10724,1,2,1,1,3,80599,11,7
60,10725,0,2,1,0,5,33573,27,1
59,10726,0,5,2,1,3,107975,18,4
36,10727,1,2,0,0,1,61433,20,3
40,10728,0,2,0,2,1,100941,5,3
54,10729,1,2,0,1,3,62822,13,4
46,10730,0,2,2,0,1,92579,13,1
34,10731,0,2,0,0,1,21565,27,6
46,10732,0,2,2,3,3,71821,17,8
34,10733,0,2,2,1,3,81901,17,2
20,10734,0,4,0,1,3,98131,2,3
46,10735,0,2,1,1,3,86463,18,13
49,10736,0,1,1,1,3,69207,4,5
61,10737,1,2,2,3,3,49614,8,2
54,10738,0,2,0,0,1,67777,17,7
56,10739,0,2,2,2,4,53316,2,6
31,10740,1,2,0,1,1,82148,8,5
60,10741,1,2,2,2,3,93411,6,4
56,10742,0,2,0,1,3,52318,20,6
44,10743,0,3,0,1,3,87968,15,4
62,10744,0,2,2,0,1,28995,5,4
40,10745,0,1,1,0,0,78456,13,5
68,10746,0,2,1,1,2,23062,11,3
54,10747,0,2,2,0,0,42521,13,3
57,10748,0,3,1,0,0,82821,8,6
55,10749,0,1,1,3,3,67347,22,8
43,10750,1,2,0,0,2,115050,17,4
40,10751,0,2,0,3,2,121510,10,1
71,10752,0,1,2,3,1,28656,19,1
61,10753,1,2,0,1,0,57281,23,5
37,10754,1,1,0,1,3,99445,5,2
48,10755,0,2,0,2,1,84483,22,2
50,10756,0,2,0,2,0,98992,6,7
62,10757,0,2,0,2,0,89768,10,2
43,10758,0,2,0,1,1,101142,5,5
64,10759,0,2,1,1,3,37272,7,4
51,10760,1,2,0,0,1,70468,14,5
58,10761,1,2,1,1,2,101033,15,3
59,10762,0,2,2,1,3,107265,7,4
56,10763,0,2,2,3,3,78501,15,8
30,10764,1,2,0,2,2,88871,7,4
65,10765,0,2,0,1,1,83639,4,5
50,10766,0,2,2,0,1,58928,14,6
44,10767,0,2,2,1,3,38573,3,7
66,10768,0,5,2,2,0,22883,10,3
44,10769,0,2,0,1,1,98193,18,11
47,10770,1,2,1,1,3,82505,22,9
46,10771,0,3,0,0,0,88511,4,6
69,10772,0,2,0,3,0,30425,5,8
66,10773,0,2,2,1,3,26477,4,6
60,10774,0,2,0,1,0,85953,8,2
54,10775,0,2,0,1,3,53271,14,7
57,10776,0,2,2,0,1,32770,7,3
57,10777,0,2,1,1,1,29649,13,8
60,10778,1,2,2,3,3,29617,14,4
52,10779,0,1,0,1,3,84903,12,6
48,10780,1,1,2,2,1,46714,15,8
46,10781,1,3,1,1,3,86595,16,4
49,10782,1,2,0,1,3,88393,3,8
22,10783,1,2,1,2,1,53300,14,3
70,10784,0,2,2,3,1,48440,17,5
35,10785,0,2,2,1,3,76188,15,8
63,10786,1,2,0,3,2,45968,12,8
61,10787,0,2,2,1,3,21270,13,5
46,10788,0,2,2,0,1,74927,9,7
47,10789,1,0,2,0,1,44526,10,8
32,10790,1,2,2,1,3,41122,5,3
36,10791,0,2,1,0,1,59216,2,10
32,10792,0,2,2,1,3,75556,7,8
69,10793,0,2,1,1,0,27908,7,4
57,10794,0,1,1,1,3,85482,20,5
59,10795,0,2,2,1,1,59952,21,6
45,10796,1,2,0,2,2,86435,4,1
48,10797,0,2,0,2,1,56287,20,2
36,10798,0,2,2,0,1,90803,11,6
40,10799,0,1,0,1,3,102186,16,2
71,10800,0,2,1,2,0,26631,5,5
44,10801,0,6,0,1,3,99141,18,4
39,10802,0,2,2,2,2,76219,5,11
35,10803,1,2,2,0,5,63556,19,2
40,10804,0,2,1,1,0,48587,24,10
44,10805,1,2,0,4,0,83926,3,5
58,10806,0,4,2,2,1,53631,13,5
57,10807,0,2,1,0,1,33213,16,5
46,10808,0,6,2,1,3,82004,5,7
62,10809,0,2,0,2,2,65216,22,6
62,10810,0,2,2,0,1,94537,3,1
60,10811,0,4,1,0,1,28084,7,7
57,10812,0,3,2,4,0,89948,7,11
67,10813,0,2,2,3,1,33642,15,9
62,10814,0,2,2,2,2,31321,11,4
43,10815,0,2,2,0,1,99377,11,10
60,10816,0,2,2,0,2,49316,8,8
60,10817,1,2,1,0,1,88688,16,3
62,10818,0,2,1,0,0,29959,2,5
59,10819,1,2,0,0,1,77840,4,5
39,10820,1,2,2,3,1,77950,17,4
28,10821,0,2,1,3,2,38309,10,2
56,10822,1,2,1,1,3,72974,17,4
40,10823,0,2,2,1,3,87555,18,3
44,10824,0,1,1,2,1,77924,5,5
44,10825,0,1,1,0,0,87895,5,6
46,10826,0,2,0,0,0,64636,15,7
41,10827,1,2,1,1,3,64083,14,3
56,10828,1,2,1,2,0,74621,13,4
51,10829,1,2,1,0,1,97291,20,2
58,10830,1,0,1,2,5,64483,12,8
48,10831,0,2,0,0,1,39260,11,7
54,10832,1,2,1,0,2,78571,5,6
27,10833,0,2,0,2,1,104519,6,7
42,10834,0,4,1,2,1,74475,18,3
57,10835,0,2,0,1,0,81456,10,9
26,10836,1,2,2,3,1,61104,7,5
65,10837,0,0,0,3,1,53818,10,3
48,10838,0,2,0,1,1,73457,13,2
40,10839,0,1,1,0,2,47566,9,11
35,10840,0,1,1,2,0,98244,15,3
47,10841,1,2,2,4,1,77194,15,4
29,10842,0,2,2,1,1,102313,7,1
42,10843,0,2,2,2,1,93687,14,10
43,10844,1,2,1,3,0,93662,5,1
56,10845,0,2,1,1,3,89649,8,5
33,10846,0,2,1,0,2,92676,16,5
51,10847,0,2,1,0,1,32485,4,5
52,10848,1,2,1,1,1,76981,14,8
41,10849,0,2,1,0,4,68004,10,10
32,10850,0,2,0,2,0,47935,7,5
47,10851,1,2,2,2,1,84237,15,5
30,10852,1,2,2,3,3,86661,26,10
36,10853,0,2,0,1,3,99196,4,1
64,10854,0,2,2,0,1,44771,15,6
46,10855,0,2,1,1,0,98736,27,5
53,10856,0,1,1,1,1,75822,15,11
50,10857,1,2,1,1,0,77093,5,5
29,10858,0,2,1,1,0,89507,17,3
45,10859,0,2,0,2,1,91622,23,6
56,10860,0,2,0,2,0,84508,16,4
37,10861,1,2,0,0,1,80135,14,3
47,10862,0,2,0,3,3,35663,12,3
55,10863,0,3,2,2,0,53784,8,4
49,10864,1,2,1,0,1,106992,8,5
49,10865,1,2,0,2,1,107186,8,4
45,10866,0,2,1,0,1,80007,10,3
50,10867,0,2,2,0,1,76027,4,10
55,10868,0,2,0,2,1,77125,13,8
42,10869,0,2,2,2,1,91649,4,2
58,10870,0,0,1,1,3,73717,10,3
28,10871,0,2,2,2,1,91802,19,8
57,10872,0,2,0,1,1,43428,9,2
60,10873,0,0,2,0,0,84697,12,10
28,10874,0,1,0,1,3,96668,4,6
59,10875,0,4,2,3,0,54225,15,3
52,10876,0,5,2,1,1,71615,4,13
22,10877,0,2,0,1,4,73449,9,4
42,10878,1,2,0,0,1,98739,2,4
24,10879,1,2,2,1,1,67182,9,5
34,10880,0,4,2,0,1,94318,22,3
50,10881,1,2,2,1,2,70291,10,8
44,10882,1,2,1,1,1,87807,12,7
58,10883,0,1,2,1,3,60415,12,8
46,10884,1,1,0,2,1,51541,15,9
62,10885,0,1,0,1,0,110380,13,2
43,10886,1,0,2,2,0,54505,6,7
69,10887,0,2,2,2,0,24745,14,1
44,10888,0,0,0,3,3,70075,6,6
53,10889,0,2,2,1,1,31117,18,6
46,10890,0,2,2,3,3,87646,5,5
53,10891,1,0,0,3,1,57956,4,4
37,10892,1,2,2,1,3,102484,7,8
53,10893,1,2,2,1,3,77038,6,4
35,10894,1,4,0,1,0,78849,3,6
38,10895,1,1,0,1,3,44945,11,2
31,10896,0,2,2,0,1,77967,25,5
38,10897,0,2,2,1,1,98023,6,6
40,10898,0,2,0,0,2,53728,15,9
64,10899,0,2,2,0,1,57347,6,6
52,10900,0,2,0,1,2,54772,8,1
45,10901,0,2,0,3,1,83119,10,4
58,10902,0,5,1,0,1,31739,5,5
49,10903,1,2,2,2,0,89952,16,1
46,10904,0,2,1,2,1,75935,16,5
34,10905,1,2,1,2,0,98582,16,2
40,10906,0,2,1,0,1,21798,7,7
58,10907,1,1,1,0,1,35116,15,5
33,10908,0,2,1,3,2,68084,14,10
40,10909,0,1,0,1,3,87400,7,1
30,10910,0,1,0,1,3,93663,7,3
43,10911,1,2,1,2,2,53210,18,4
41,10912,0,2,0,1,0,58428,2,3
43,10913,0,2,0,3,3,89696,6,8
41,10914,0,2,1,1,3,60483,7,1
48,10915,0,2,0,2,0,61015,20,1
32,10916,0,2,0,0,1,98172,6,6
60,10917,0,2,2,0,1,31966,15,12
41,10918,0,1,2,0,2,61376,7,6
43,10919,0,2,1,2,1,74194,17,4
59,10920,0,2,0,1,0,118343,7,3
29,10921,1,2,1,1,4,102087,21,13
60,10922,0,2,0,2,1,95984,4,1
52,10923,0,1,1,2,1,90591,17,9
60,10924,0,2,1,3,0,36198,14,10
63,10925,0,2,2,3,0,33260,12,8
54,10926,0,2,1,3,1,65146,2,6
43,10927,0,2,0,1,1,62988,13,7
41,10928,0,2,0,2,5,41223,11,4
60,10929,0,1,1,1,3,78215,10,7
63,10930,0,2,2,1,1,31951,12,14
45,10931,0,2,2,1,0,88635,16,5
41,10932,0,2,2,4,2,72337,27,4
56,10933,0,2,0,3,1,61621,12,5
34,10934,0,1,2,0,0,45980,12,8
50,10935,0,2,0,1,3,81281,20,6
37,10936,0,2,2,1,2,107219,23,8
53,10937,0,2,0,0,0,58183,18,5
58,10938,0,1,1,3,1,70119,28,7
38,10939,0,1,0,4,1,79470,14,6
26,10940,0,0,0,5,3,84362,6,8
54,10941,0,2,2,1,3,80180,6,7
63,10942,0,2,1,1,3,34023,2,7
38,10943,0,1,2,0,1,92454,10,5
49,10944,1,3,0,3,0,41728,22,3
42,10945,0,2,2,2,3,90435,7,4
50,10946,1,1,2,1,3,66350,5,1
36,10947,1,1,2,1,1,67734,16,11
48,10948,0,4,1,0,1,51124,20,7
62,10949,0,2,2,1,1,60570,4,1
38,10950,1,2,1,0,0,99251,19,2
54,10951,0,2,2,0,0,23906,7,4
62,10952,0,2,0,1,3,81464,3,5
50,10953,0,2,1,0,0,55299,12,3
37,10954,0,2,1,3,3,90543,8,3
45,10955,0,2,2,1,0,104224,14,1
43,10956,0,2,2,1,1,77681,9,3
42,10957,1,6,2,2,2,58956,11,2
53,10958,0,2,0,1,3,65954,4,9
32,10959,1,3,0,1,0,74160,12,8
56,10960,0,2,0,2,0,32420,5,3
67,10961,1,3,1,0,1,52660,13,2
61,10962,0,2,2,1,1,50568,10,7
48,10963,0,2,2,0,0,46108,14,7
56,10964,0,2,1,3,0,45631,13,7
50,10965,0,2,0,2,1,60784,4,9
50,10966,0,2,2,1,5,56407,11,7
44,10967,1,2,1,2,0,73315,10,3
58,10968,1,2,1,1,0,55715,15,4
53,10969,0,2,0,1,0,83744,2,1
58,10970,1,2,2,0,1,54625,16,16
61,10971,0,2,0,0,0,20343,2,3
41,10972,0,1,2,0,0,63662,19,3
49,10973,1,0,2,3,3,102268,7,4
66,10974,0,2,1,1,3,26807,10,5
41,10975,0,2,2,2,1,79278,7,3
31,10976,0,2,2,3,0,81795,17,4
61,10977,0,2,1,0,5,33990,4,8
28,10978,1,2,0,0,1,38171,23,6
69,10979,0,2,0,0,1,64681,8,11
49,10980,0,2,1,4,0,85439,12,8
54,10981,1,2,1,3,3,75040,10,3
38,10982,1,2,1,2,3,78420,18,7
45,10983,0,2,1,2,2,54864,9,3
45,10984,0,2,0,2,0,92919,7,1
44,10985,1,2,0,2,2,105016,12,4
33,10986,0,1,0,1,3,39844,6,2
47,10987,0,2,0,0,1,93786,17,10
26,10988,1,1,0,1,0,56942,4,4
34,10989,1,2,1,2,0,76164,11,2
47,10990,0,1,1,3,3,77021,4,7
36,10991,1,3,1,2,2,86518,14,2
33,10992,1,2,2,0,1,78650,14,3
36,10993,0,4,0,1,3,60358,8,2
62,10994,0,2,0,1,3,72536,8,8
38,10995,0,2,2,1,0,67038,10,4
42,10996,1,0,0,1,0,79075,6,2
38,10997,0,2,0,2,1,92390,23,6
46,10998,0,2,2,0,1,73794,19,4
37,10999,1,2,0,0,0,83574,12,7
40,11000,0,1,1,1,3,91527,14,10
30,11001,1,2,1,2,1,64683,7,2
47,11002,0,1,0,0,0,66121,7,7
41,11003,0,2,0,2,2,57613,10,10
41,11004,0,1,2,0,0,50510,23,6
48,11005,0,2,0,3,1,42570,27,1
33,11006,1,2,0,1,3,101378,5,4
42,11007,0,0,0,1,0,52043,3,6
27,11008,1,3,2,1,3,88414,4,5
51,11009,0,2,1,1,3,49879,17,3
63,11010,0,2,1,0,4,28122,22,4
50,11011,0,2,0,0,1,110559,10,14
48,11012,0,6,1,0,1,45428,15,5
61,11013,0,2,2,1,3,25278,11,5
48,11014,0,2,1,1,1,64849,12,3
47,11015,0,2,1,0,2,86623,14,6
38,11016,0,2,0,2,1,101108,3,3
42,11017,0,1,2,2,5,83629,15,5
30,11018,0,4,1,2,0,78591,13,4
48,11019,0,1,2,2,0,55833,14,6
55,11020,0,1,1,1,1,59664,15,5
40,11021,0,2,1,1,3,103048,21,8
65,11022,0,2,2,2,1,26859,18,4
66,11023,0,2,1,1,1,34721,16,10
40,11024,0,0,1,1,3,79657,16,9
61,11025,1,2,1,0,5,105396,11,5
47,11026,1,2,1,2,0,39728,11,7
72,11027,0,2,1,3,1,70455,9,3
56,11028,0,2,2,2,1,90771,17,4
32,11029,1,2,2,0,1,78638,13,3
38,11030,0,2,2,3,1,70585,10,6
53,11031,0,2,2,1,3,85670,7,5
33,11032,0,1,1,3,0,61234,21,3
46,11033,0,2,2,3,5,54950,21,10
47,11034,0,1,1,1,2,72639,19,9
33,11035,0,2,2,2,1,49783,4,6
53,11036,0,2,1,1,2,64827,9,5
33,11037,1,2,0,1,5,63072,5,1
68,11038,0,2,1,2,0,75796,12,8
58,11039,0,2,0,1,3,52925,16,6
58,11040,0,2,0,1,2,58337,20,6
65,11041,0,2,2,1,3,24351,15,7
38,11042,0,2,2,2,1,91273,15,5
59,11043,0,2,2,3,1,22687,6,2
42,11044,0,1,0,0,0,34679,8,3
46,11045,1,1,0,3,5,61269,3,3
39,11046,0,1,0,3,1,66905,14,8
61,11047,0,2,0,2,2,72034,5,10
60,11048,0,2,1,3,3,23939,14,9
38,11049,0,6,0,3,0,53007,6,2
47,11050,0,1,2,2,5,37657,7,2
49,11051,0,2,2,0,0,65411,5,6
58,11052,0,2,0,0,1,32908,14,7
35,11053,0,1,1,1,0,94142,15,11
47,11054,0,2,1,3,3,104746,2,1
43,11055,0,1,2,2,1,87799,12,4
48,11056,1,6,1,2,1,80525,9,7
31,11057,0,1,2,1,1,94710,21,5
57,11058,1,2,0,0,0,88544,14,12
43,11059,1,2,1,2,1,52359,9,8
41,11060,0,2,1,3,4,104915,18,7
36,11061,0,2,0,0,2,43137,15,6
59,11062,1,2,2,1,1,54800,15,6
46,11063,0,2,1,1,3,59995,10,7
54,11064,1,2,0,0,1,63700,22,2
57,11065,0,4,2,1,3,33339,2,4
61,11066,0,2,1,4,0,98915,10,8
24,11067,1,2,2,1,0,94451,12,5
47,11068,0,3,1,1,3,85588,2,5
60,11069,0,3,2,0,0,29154,25,10
42,11070,1,2,1,4,0,65587,19,10
62,11071,0,2,2,0,0,86376,3,4
72,11072,0,2,1,0,0,83559,17,7
45,11073,0,2,1,2,1,48049,3,6
52,11074,1,0,2,5,5,38534,21,5
54,11075,1,2,2,0,1,77936,4,5
35,11076,0,2,0,1,1,88784,13,6
41,11077,0,2,1,1,3,86091,9,4
53,11078,0,0,0,1,1,42727,13,3
56,11079,1,2,1,3,0,86322,2,3
49,11080,0,2,0,3,1,85766,4,12
51,11081,1,1,0,2,1,28541,13,8
31,11082,0,2,1,0,1,77883,13,2
50,11083,0,2,0,2,0,78977,15,5
37,11084,0,2,2,3,0,58277,7,1
45,11085,0,2,2,0,0,89190,11,4
37,11086,1,2,0,1,0,83817,15,9
26,11087,0,3,0,1,3,94098,3,1
32,11088,0,5,2,4,3,64632,10,8
41,11089,0,1,2,1,3,46930,9,3
37,11090,0,2,2,1,3,85574,16,6
58,11091,0,2,1,0,1,73878,19,8
51,11092,1,2,2,1,1,58160,12,10
59,11093,0,3,2,0,1,39462,15,5
41,11094,0,2,0,1,3,55099,12,1
36,11095,0,2,2,2,1,65185,22,3
59,11096,0,2,0,1,3,89108,5,11
37,11097,1,2,0,2,1,35663,15,5
42,11098,0,2,0,3,1,70857,9,8
31,11099,1,2,0,4,1,96567,5,6
49,11100,1,2,1,2,2,87291,13,8
60,11101,0,2,2,1,1,62174,12,9
37,11102,0,2,2,2,1,40783,14,8
61,11103,0,2,1,3,1,38366,10,5
51,11104,1,2,2,0,1,64622,5,5
58,11105,0,2,0,0,1,72273,5,2
37,11106,0,2,1,2,0,105290,7,3
62,11107,0,4,2,0,2,27483,8,4
44,11108,0,2,0,2,1,62914,12,3
36,11109,0,2,2,0,1,50625,14,5
38,11110,0,4,0,1,3,92415,9,1
44,11111,0,0,1,0,1,52901,6,8
53,11112,0,2,0,1,1,62186,10,14
39,11113,0,2,1,2,1,100209,2,2
71,11114,0,2,1,0,1,21704,3,9
48,11115,0,4,2,1,0,53934,8,6
61,11116,0,2,1,0,1,34485,16,2
39,11117,1,3,1,1,3,70400,15,2
52,11118,0,1,0,2,1,71372,5,1
49,11119,0,0,1,3,3,47045,18,5
43,11120,0,2,0,2,0,86973,13,5
42,11121,0,2,1,0,1,80699,24,5
58,11122,1,2,2,2,0,59810,12,3
69,11123,0,2,0,1,3,23132,13,5
44,11124,0,2,0,1,1,91786,6,6
45,11125,1,2,0,2,1,50671,14,2
63,11126,1,5,0,2,0,82689,8,3
49,11127,0,2,1,1,3,73753,12,4
42,11128,0,2,0,0,0,85450,9,7
37,11129,0,2,0,0,1,75405,26,7
35,11130,0,2,1,0,2,89376,9,3
68,11131,0,2,0,2,0,56838,8,7
38,11132,0,2,2,1,1,84504,5,6
32,11133,0,1,0,3,1,69998,24,4
49,11134,0,2,1,2,5,78388,8,7
56,11135,1,2,1,3,1,95884,9,3
43,11136,1,2,0,2,0,72547,11,4
47,11137,0,2,2,2,0,102519,4,9
60,11138,0,1,1,3,1,37263,8,8
32,11139,0,2,1,2,0,79844,7,1
66,11140,0,2,1,0,0,32096,9,1
53,11141,0,1,1,2,1,90689,11,3
61,11142,0,2,1,1,0,62403,8,4
50,11143,1,2,0,0,0,64592,10,1
52,11144,0,2,1,0,0,23551,8,5
45,11145,1,1,0,1,1,75541,9,2
56,11146,0,2,0,1,3,66987,9,5
41,11147,0,2,0,0,1,98548,3,13
42,11148,0,2,1,2,0,36874,14,4
36,11149,0,2,1,3,0,86289,17,3
55,11150,0,2,2,1,1,24751,25,8
48,11151,0,1,1,0,5,83649,9,10
56,11152,0,2,2,2,1,58997,3,8
30,11153,0,2,0,1,3,104436,11,3
24,11154,0,2,2,0,1,54911,6,7
60,11155,0,2,0,0,2,35114,3,7
50,11156,0,1,1,3,0,51605,9,5
56,11157,0,2,1,1,3,58094,7,9
63,11158,0,2,2,3,3,91589,9,2
62,11159,0,2,2,3,1,24738,13,1
44,11160,0,2,0,1,0,80425,16,8
43,11161,0,2,1,0,1,39121,3,6
64,11162,0,2,2,0,1,34388,16,2
37,11163,0,2,1,1,1,72434,2,4
52,11164,0,2,2,2,1,75110,4,10
45,11165,0,2,1,0,2,76931,10,6
36,11166,0,2,0,0,4,89559,15,14
57,11167,0,2,2,1,3,82981,15,3
40,11168,0,2,2,0,2,34254,6,3
36,11169,0,2,1,0,2,33159,14,6
43,11170,1,2,1,2,1,85432,10,7
38,11171,0,2,1,2,1,42350,13,13
50,11172,0,2,2,1,3,40921,9,5
58,11173,0,0,2,0,1,57842,5,9
36,11174,0,2,0,1,3,92712,17,8
44,11175,0,2,1,3,3,73185,10,1
55,11176,0,2,0,0,0,44975,9,5
29,11177,1,2,0,1,2,58817,17,9
50,11178,0,2,0,1,0,58450,13,2
52,11179,1,2,2,0,1,77675,8,4
41,11180,0,2,0,0,0,100632,12,1
57,11181,0,2,0,0,1,72118,16,6
51,11182,1,2,0,0,1,75514,5,7
39,11183,0,1,2,3,4,67571,22,3
37,11184,0,2,2,2,1,69600,11,6
42,11185,0,2,1,3,1,71783,5,3
39,11186,0,0,1,0,1,68180,6,12
60,11187,0,2,1,1,0,66642,25,7
68,11188,0,2,2,2,0,72934,12,7
46,11189,0,2,2,2,1,60733,2,6
29,11190,0,2,2,1,3,93293,8,8
54,11191,1,0,0,5,1,89543,14,8
56,11192,0,4,0,0,1,42918,6,7
40,11193,0,5,0,2,1,78891,17,10
46,11194,0,2,2,1,3,82489,2,5
45,11195,0,2,0,1,3,78714,25,3
50,11196,1,1,1,2,3,35104,6,2
56,11197,0,2,1,0,2,26963,7,9
54,11198,1,2,0,3,0,60641,6,7
49,11199,1,2,0,1,2,44139,13,4
57,11200,0,2,1,0,0,62496,15,5
39,11201,0,2,2,1,1,78462,13,5
40,11202,0,2,0,1,3,85071,10,7
54,11203,0,6,0,1,1,86403,27,1
46,11204,0,2,2,3,1,98096,6,5
60,11205,0,2,2,0,0,30551,7,2
37,11206,0,1,0,3,3,84695,14,8
61,11207,0,4,2,2,3,30785,8,5
55,11208,0,2,2,1,1,53850,21,9
33,11209,0,2,1,2,1,79542,11,3
30,11210,0,1,1,0,4,91747,7,3
32,11211,0,2,2,2,1,89879,19,9
40,11212,0,1,0,3,1,124780,11,7
46,11213,0,4,0,2,1,57513,13,1
36,11214,0,2,2,2,3,96812,16,5
65,11215,1,2,2,1,1,79798,6,13
52,11216,0,2,1,0,1,64714,5,10
61,11217,0,1,1,3,3,35776,16,2
39,11218,0,2,2,1,1,96940,4,4
51,11219,0,2,2,1,1,58001,9,11
56,11220,1,2,1,4,1,66060,19,2
33,11221,0,2,0,2,1,92640,15,5
28,11222,1,0,0,2,1,73093,8,4
56,11223,1,2,1,0,1,29086,21,2
45,11224,0,0,0,2,1,96277,13,4
50,11225,0,2,0,0,1,89281,8,7
44,11226,0,1,1,1,3,81589,9,9
47,11227,1,2,2,1,3,81369,6,3
46,11228,0,2,0,2,1,76601,11,2
69,11229,0,2,0,0,0,58728,3,5
51,11230,1,2,1,2,1,55943,17,2
33,11231,0,2,0,1,1,69195,15,3
30,11232,0,2,2,0,2,21341,17,6
43,11233,0,2,1,1,3,62315,25,6
55,11234,0,2,0,2,0,94057,21,7
54,11235,0,1,0,3,0,56072,9,10
41,11236,0,2,2,1,3,69733,15,5
70,11237,1,2,1,2,1,84360,18,5
41,11238,0,2,1,1,3,79612,12,7
56,11239,0,2,0,2,1,84024,10,6
43,11240,0,2,1,0,1,51121,4,3
45,11241,1,2,2,1,3,82595,16,4
46,11242,0,2,0,0,1,115626,16,7
45,11243,1,2,2,1,3,38642,13,10
45,11244,1,2,2,0,1,98245,8,4
51,11245,0,2,0,0,2,87261,13,4
42,11246,0,4,0,0,0,75467,10,1
50,11247,0,1,1,0,0,62809,2,8
65,11248,0,2,0,1,1,76202,16,3
30,11249,1,2,2,0,0,91637,16,4
61,11250,0,2,0,2,0,70282,12,6
32,11251,1,2,0,1,3,95329,6,7
53,11252,1,2,2,2,1,86215,3,1
55,11253,0,2,2,1,3,70731,8,5
44,11254,0,2,2,2,0,94150,9,7
49,11255,0,2,2,1,3,98036,19,2
24,11256,1,2,2,2,1,25290,12,6
47,11257,0,2,2,2,1,90623,6,1
39,11258,0,2,1,1,1,49661,4,1
47,11259,0,2,0,3,0,49752,6,5
55,11260,1,2,1,0,0,82333,24,5
49,11261,0,2,0,3,0,98244,19,8
63,11262,1,2,2,0,1,58962,10,9
48,11263,0,2,0,0,2,94797,17,3
44,11264,0,1,1,2,1,57568,2,4
40,11265,0,3,0,0,0,90721,18,8
62,11266,1,2,0,0,0,76871,8,1
49,11267,0,1,2,0,1,56247,14,8
44,11268,0,2,2,1,2,62335,23,7
43,11269,1,2,0,2,1,72740,9,2
54,11270,0,2,0,3,3,69459,23,1
58,11271,0,2,0,0,1,50700,7,4
47,11272,1,2,0,3,1,100302,9,6
25,11273,0,2,2,0,1,91808,11,3
47,11274,0,2,1,1,3,60082,10,9
61,11275,1,2,1,0,0,83252,6,7
56,11276,0,2,2,1,2,57683,7,6
56,11277,1,2,2,3,3,47615,11,3
32,11278,1,2,2,2,1,100396,21,5
47,11279,1,2,2,0,1,50315,7,8
43,11280,1,2,0,1,0,53278,23,5
45,11281,0,0,0,3,3,90683,28,2
64,11282,0,2,2,0,1,28090,18,6
30,11283,0,2,2,1,3,57556,21,3
40,11284,0,2,2,0,0,34016,13,13
50,11285,0,2,1,1,3,59631,7,2
60,11286,0,2,1,1,3,35844,11,6
59,11287,0,1,0,1,1,111414,12,5
51,11288,0,1,0,0,1,70060,22,3
50,11289,0,2,0,0,1,91105,8,7
56,11290,0,2,0,0,0,31407,6,6
44,11291,1,2,2,2,1,61783,21,3
46,11292,0,2,0,2,0,75420,7,1
40,11293,0,2,2,3,2,84453,20,11
68,11294,0,2,2,2,0,34542,5,2
55,11295,0,2,2,2,1,33479,4,4
40,11296,0,2,1,1,3,78197,22,1
58,11297,0,0,2,2,1,32116,9,9
35,11298,0,0,2,1,1,55131,20,2
44,11299,1,2,2,1,0,64736,18,5
47,11300,0,2,1,0,2,90360,5,9
41,11301,0,2,0,3,1,82542,14,8
67,11302,0,2,1,2,0,74554,17,3
65,11303,0,2,0,0,1,62220,9,6
70,11304,0,2,1,1,3,28302,11,8
44,11305,1,2,0,4,1,86457,8,10
59,11306,0,2,1,0,0,31290,2,8
46,11307,1,2,1,2,1,41726,11,4
59,11308,0,2,2,1,3,72196,26,10
70,11309,0,1,1,0,2,45295,15,1
33,11310,1,2,1,2,4,87537,2,5
58,11311,0,0,2,1,2,24988,10,5
45,11312,0,5,1,0,1,54388,19,6
65,11313,0,2,2,2,1,23584,13,1
47,11314,0,3,1,1,3,41218,16,9
52,11315,0,2,0,1,3,98868,7,9
47,11316,0,2,2,2,0,51272,7,5
57,11317,1,1,0,0,1,58213,4,2
54,11318,1,2,0,2,0,74422,21,5
